1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00
5.000000000000000000e+00,1.200000000000000000e+01
6.000000000000000000e+00,2.200000000000000000e+01
7.000000000000000000e+00,3.500000000000000000e+01
9.000000000000000000e+00,5.000000000000000000e+01
1.000000000000000000e+01,6.800000000000000000e+01
1.100000000000000000e+01,8.900000000000000000e+01
1.300000000000000000e+01,1.140000000000000000e+02
1.400000000000000000e+01,1.400000000000000000e+02
1.600000000000000000e+01,1.680000000000000000e+02
1.700000000000000000e+01,1.990000000000000000e+02
1.800000000000000000e+01,2.330000000000000000e+02
2.000000000000000000e+01,2.670000000000000000e+02
2.100000000000000000e+01,3.050000000000000000e+02
2.200000000000000000e+01,3.430000000000000000e+02
2.400000000000000000e+01,3.850000000000000000e+02
2.500000000000000000e+01,4.270000000000000000e+02
2.700000000000000000e+01,4.700000000000000000e+02
2.800000000000000000e+01,5.150000000000000000e+02
2.900000000000000000e+01,5.600000000000000000e+02
3.100000000000000000e+01,6.060000000000000000e+02
3.200000000000000000e+01,6.540000000000000000e+02
3.300000000000000000e+01,7.020000000000000000e+02
3.500000000000000000e+01,7.510000000000000000e+02
3.600000000000000000e+01,8.020000000000000000e+02
3.800000000000000000e+01,8.540000000000000000e+02
3.900000000000000000e+01,9.060000000000000000e+02
4.000000000000000000e+01,9.600000000000000000e+02
4.200000000000000000e+01,1.014000000000000000e+03
4.300000000000000000e+01,1.069000000000000000e+03
4.500000000000000000e+01,1.125000000000000000e+03
4.600000000000000000e+01,1.185000000000000000e+03
4.800000000000000000e+01,1.241000000000000000e+03
4.900000000000000000e+01,1.296000000000000000e+03
5.000000000000000000e+01,1.355000000000000000e+03
5.200000000000000000e+01,1.413000000000000000e+03
5.300000000000000000e+01,1.473000000000000000e+03
5.500000000000000000e+01,1.532000000000000000e+03
5.600000000000000000e+01,1.592000000000000000e+03
5.800000000000000000e+01,1.653000000000000000e+03
5.900000000000000000e+01,1.713000000000000000e+03
6.000000000000000000e+01,1.774000000000000000e+03
6.200000000000000000e+01,1.836000000000000000e+03
6.300000000000000000e+01,1.898000000000000000e+03
